novelty,surprise,orig_and_flex,fluency,elaboration(len_word),elaboration(len_char),elaboration(self-bleu)
0.60028475522995,0.3823543167114258,1.0,0.26737967914438,0.8631090487238979,0.8112708018154312,0.2353819604233778
0.3666410446166992,0.3358740234375,1.0,0.36496350364963,0.6357308584686775,0.5998487140695915,0.1666635687732341
0.4186556339263916,0.3130852890014648,0.2592592592592599,0.8130081300813,0.2761020881670533,0.2617246596066566,0.0684097222222222
0.7094083726406097,0.3499976348876953,1.0,0.25706940874035,0.9002320185614849,0.9175491679273828,0.2634474327628362
0.3111717104911804,0.3304876708984375,0.36102236421726,0.34843205574913,0.6612529002320185,0.6267019667170953,0.161807121661721
0.4744433164596557,0.3402961730957031,1.0,0.31055900621118,0.7563805104408353,0.7726928895612708,0.2273249637856108
0.21436607837677,0.3897892379760742,-1.36486486486486,0.40160642570281,0.5730858468677494,0.5529500756429652,0.1492248322147651
0.3908953666687011,0.3307263565063476,1.0,0.40983606557377,0.5661252900232019,0.5665658093797277,0.178718872870249
0.4017961621284485,0.6364678955078125,1.0,0.58479532163742,0.3874709976798144,0.3532526475037821,0.0926715176715176
0.5950420796871185,0.2690654563903809,1.0,0.41152263374485,0.5568445475638051,0.541981845688351,0.1578576317590691
0.3573616147041321,0.3274189758300781,0.4318181818181901,0.30487804878048,0.7517401392111369,0.7261724659606656,0.1991581108829568
0.4229942560195923,0.4855809783935547,0.06542056074767,1.05263157894736,0.2111368909512761,0.2159606656580938,0.0627629382303839
0.5188726782798767,0.365727767944336,-1.46913580246913,0.6802721088435301,0.3317865429234338,0.3139183055975794,0.0918240093240093
0.3713676929473877,0.3113143539428711,1.0,0.2415458937197999,0.9559164733178654,0.8052193645990923,0.2037876680574872
0.4921342134475708,0.2946366310119629,0.1666666666666699,0.33333333333333,0.691415313225058,0.6403177004538578,0.1745322486926205
0.7065859436988831,0.2256416511535644,1.0,0.34843205574912,0.6589327146171694,0.6350226928895613,0.1954276508494434
0.3859479427337646,0.3832429885864258,1.0,0.30581039755351,0.7494199535962877,0.7167170953101362,0.1890639625585023
0.309520959854126,0.3634783554077149,-1.3738872403560802,0.35087719298245,0.665893271461717,0.6138426626323752,0.159442761962447
0.6440108716487885,0.3107672119140625,1.0,0.31645569620253,0.7308584686774942,0.6913767019667171,0.2019288793103448
0.608652263879776,0.270766372680664,-0.22249388753056,0.27173913043478,0.8584686774941995,0.8086232980332829,0.225039242843952
0.3654810190200805,0.2799423027038574,0.70501474926254,0.3215434083601199,0.7122969837587007,0.6804084720121029,0.1885249042145594
0.4158225655555725,0.2194390678405761,-0.78571428571428,0.31645569620253,0.728538283062645,0.693267776096823,0.2022434175174637
0.3792767524719238,0.2786218070983887,0.6865203761755501,0.3731343283582,0.6125290023201856,0.6452344931921331,0.1954238754325259
0.7254763841629028,0.2352264404296875,0.67105263157895,0.33783783783783,0.679814385150812,0.6123298033282905,0.1607316332726169
0.5247651934623718,0.2089837646484375,1.0,0.25252525252525,0.9234338747099768,0.8797276853252648,0.2481414613423959
0.6289305090904236,0.4293600463867188,1.0,0.2777777777777699,0.8306264501160093,0.8158093797276853,0.232066361556064
0.3643223643302917,0.425328140258789,-0.4619883040935599,0.3215434083601199,0.7192575406032483,0.735249621785174,0.2156820486815416
0.2909610867500305,0.4299247741699218,1.0,0.43668122270742,0.5220417633410673,0.5226928895612708,0.1349751773049645
0.6777748465538025,0.3216471481323242,-2.7037037037037,0.5524861878453,0.4106728538283062,0.4035552193645991,0.1204931506849315
0.448944091796875,0.3299024200439453,0.6610169491525499,0.35714285714285,0.654292343387471,0.6255673222390318,0.1698127229488703
0.4436994791030884,0.2543203544616699,0.15730337078652,0.29498525073746,0.7911832946635731,0.7322239031770046,0.2103207739307536
0.6453449130058289,0.2873163795471192,0.76303317535546,0.24330900243308,0.9559164733178654,0.8797276853252648,0.2463423959218351
0.4070817828178406,0.3728433227539063,1.0,0.31948881789137,0.7192575406032483,0.6811649016641452,0.1920721705850191
0.5284627079963684,0.294644832611084,1.0,0.4,0.5707656612529002,0.5071860816944024,0.1472205989773557
0.7116437256336212,0.1311275386810302,1.0,4.34782608695651,0.0440835266821345,0.0393343419062027,0.0118181818181818
0.4258407950401306,0.230102310180664,1.0,0.39062499999999,0.5939675174013921,0.5071860816944024,0.1403944485025565
0.851363480091095,0.3287471771240234,1.0,2.17391304347825,0.0974477958236658,0.1036308623298033,0.0315728476821192
0.3165704607963562,0.2913524055480957,0.02200488997556,0.25316455696202,0.9118329466357308,0.8604387291981845,0.24377768128528
0.7930941134691238,0.2405982017517089,1.0,0.32786885245901,0.7076566125290024,0.6671709531013615,0.1932589285714285
0.3620734214782715,0.314875373840332,-2.59550561797752,0.25773195876288,0.8932714617169374,0.8596822995461422,0.2415384615384615
0.4242146611213684,0.30878662109375,0.71264367816092,0.29761904761904,0.7911832946635731,0.7908472012102874,0.2228338839075035
0.7339155673980713,0.1936120223999023,0.72144846796658,0.30211480362537,0.7703016241299304,0.7568078668683812,0.2134105470675209
0.6881389021873474,0.1737715148925781,1.0,0.34722222222222,0.6844547563805105,0.6316187594553706,0.1858804475853945
0.3161391615867615,0.2501346969604492,0.75609756097561,0.2710027100271,0.8700696055684455,0.907715582450832,0.2833855024711697
0.3784442543983459,0.2469535446166992,1.0,0.35211267605633,0.6496519721577726,0.6232980332829047,0.1641169451073985
0.4233294725418091,0.4080329513549804,-0.2886597938144299,0.28571428571428,0.8074245939675174,0.8301815431164902,0.248387314439946
0.3348062634468078,0.455076904296875,0.1434689507494699,0.2475247524752399,0.9419953596287703,0.928895612708018,0.2492471819645732
0.7631710767745972,0.2486385536193848,0.1501416430594899,0.29850746268656,0.7795823665893271,0.7250378214826021,0.2066915167095115
0.4380645155906677,0.4665687942504883,-1.77777777777777,0.30581039755351,0.7517401392111369,0.7382753403933434,0.2108989898989899
0.5951592028141022,0.2573861122131348,1.0,0.36764705882352,0.6241299303944315,0.5854765506807866,0.1677855329949238
0.3806843161582947,0.2756448173522949,-0.2121212121212099,0.34602076124567,0.665893271461717,0.6399394856278366,0.1803779069767441
0.3653138875961303,0.2824814224243164,1.0,0.37037037037036,0.617169373549884,0.5514372163388804,0.1427254374158815
0.6671254336833954,0.2523443412780761,1.0,0.44247787610619,0.5197215777262181,0.4682299546142209,0.1297669826224328
0.5428979098796844,0.3302278900146484,-1.23214285714285,0.24271844660194,0.9675174013921114,0.9062027231467472,0.2455445544554455
0.3364163637161255,0.2321332740783692,1.0,0.3623188405797,0.6357308584686775,0.6032526475037822,0.1790480591497227
0.3555991649627685,0.303177375793457,0.20634920634921,0.4608294930875499,0.4988399071925754,0.4882753403933434,0.1332259287338893
0.4616633057594299,0.2783836936950684,0.32203389830509,0.40322580645161,0.5730858468677494,0.5264750378214826,0.141637323943662
0.7661373764276505,0.3844422912597656,1.0,0.5494505494505401,0.4129930394431554,0.4152798789712557,0.1240408525754884
0.5696861147880554,0.3456006622314453,1.0,0.32679738562091,0.7006960556844548,0.6251891074130106,0.1745984533016061
0.5841269493103027,0.1666240882873535,1.0,1.75438596491228,0.1229698375870069,0.1251891074130106,0.0392618384401114
0.8657138645648957,0.2101777839660644,1.0,0.51282051282051,0.4431554524361949,0.4368381240544629,0.1266610312764159
0.4903686642646789,0.2528145408630371,1.0,0.28818443804034,0.802784222737819,0.7337367624810892,0.1947103658536585
0.3559089303016662,0.4551572418212891,1.0,0.2906976744186,0.7888631090487239,0.7662632375189108,0.2242599805258033
0.3153999447822571,0.2698330879211425,-0.50602409638554,0.35714285714285,0.6403712296983759,0.598714069591528,0.158665425201738
0.5930242836475372,0.322282600402832,0.3788819875776399,0.34482758620689,0.6774941995359629,0.6066565809379728,0.1654442401960784
0.5143571197986603,0.4368519592285156,0.1935483870967799,0.28011204481792,0.8190255220417634,0.8358547655068078,0.2491644325290438
0.4944314956665039,0.2772576141357422,-0.16279069767441,0.3115264797507799,0.740139211136891,0.733358547655068,0.2114107778342654
0.4593186974525451,0.4287928009033203,1.0,0.26737967914438,0.8631090487238979,0.8695158850226928,0.2474323162870648
0.3848215937614441,0.2226072120666503,-1.6119402985074602,0.38610038610038,0.5916473317865429,0.5563540090771558,0.1606771180787191
0.7669803947210312,0.2892680168151855,1.0,0.32894736842105,0.7006960556844548,0.6346444780635401,0.1826084407971864
0.452372670173645,0.312563362121582,1.0,0.25906735751295,0.9002320185614849,0.8770801815431165,0.2625692373242437
0.224716305732727,0.353276138305664,0.77628635346757,0.24630541871921,0.9466357308584686,0.8683812405446294,0.2298859724612737
0.423973798751831,0.3441720581054687,0.75369458128079,0.25575447570332,0.9071925754060324,0.867624810892587,0.2455340223944875
0.473992645740509,0.3975235748291016,-0.8404907975460101,0.70422535211267,0.3201856148491879,0.3642208774583964,0.1227396569122098
0.6025655269622803,0.1874663925170898,1.0,0.26041666666666,0.9164733178654292,0.7753403933434191,0.205567853705486
0.3280962109565735,0.3001579093933105,1.0,0.3030303030303,0.7819025522041764,0.7787443267776096,0.2311403929084811
0.5796011686325073,0.22631441116333,0.02439024390244,0.5319148936170199,0.4292343387470997,0.3778366111951589,0.0953700097370983
0.4079576134681701,0.3383978652954101,0.72144846796658,0.3012048192770999,0.765661252900232,0.699697428139183,0.180010649627263
0.4945443272590637,0.3355441665649414,0.43977591036415,0.3076923076923,0.7447795823665894,0.6686838124054463,0.1712750556792873
0.4096001982688904,0.2419142341613769,0.2443324937027799,0.28571428571428,0.814385150812065,0.7568078668683812,0.2112962050271069
0.3678895235061645,0.2213935470581054,1.0,0.3030303030303,0.7587006960556845,0.7518910741301059,0.2154985119047619
0.2457692623138427,0.3169887542724609,-0.2738853503184699,0.35087719298245,0.654292343387471,0.6304841149773072,0.1885103244837758
0.8403632938861847,0.1647493743896484,1.0,2.27272727272727,0.0928074245939675,0.0801815431164901,0.0229583333333333
0.3102236986160278,0.38759521484375,-0.16550116550116,0.27027027027027,0.8584686774941995,0.8952344931921331,0.2688496868475991
0.4514756798744201,0.2536666870117187,1.0,0.48076923076922,0.5243619489559165,0.4992435703479576,0.1277856083086053
0.5213288962841034,0.3551236343383789,1.0,0.29239766081871,0.7865429234338747,0.7764750378214826,0.2253051417587698
0.3123583793640136,0.227329044342041,-0.4619883040935599,0.31948881789137,0.7215777262180975,0.6970499243570348,0.1912667022982362
0.4179571866989136,0.1955077362060547,-1.0501138952163998,0.26525198938991,0.9118329466357308,0.8059757942511346,0.2111973135710977
0.3975728154182434,0.3703859329223632,0.55555555555556,0.50251256281407,0.4663573085846867,0.537821482602118,0.1398965517241379
0.4068187475204468,0.2450493431091309,1.0,0.3154574132491999,0.7262180974477959,0.6656580937972768,0.1770357941834451
0.2601830959320068,0.3445671463012695,0.4736842105263199,0.28818443804034,0.8004640371229699,0.6936459909228442,0.1824087003222341
