novelty,surprise,orig_and_flex,fluency,elaboration(len_word),elaboration(len_char),elaboration(self-bleu)
0.6456032395362854,0.7055445861816406,0.74937343358396,0.25641025641025,0.9216152019002376,0.8531418312387792,0.2572697095435685
0.5108741223812103,0.5886764526367189,0.75247524752476,0.25510204081632,0.9358669833729216,0.8333931777378815,0.2522144373673036
0.5996265113353729,0.4615518569946289,0.73544973544974,0.27322404371584,0.8622327790973872,0.7543985637342908,0.2040421545667447
0.5930974185466766,0.5680631637573242,0.77728285077952,0.25316455696202,0.9311163895486936,0.889048473967684,0.2715896414342629
0.559640496969223,0.657691879272461,0.25187032418953,0.26525198938992,0.8907363420427553,0.8330341113105925,0.243232795242141
0.4600293040275574,0.667596206665039,0.3333333333333399,0.25641025641025,0.9287410926365796,0.8628366247755835,0.2480283135002051
0.3870195746421814,0.5476301193237305,1.0,0.24691358024691,0.9548693586698336,0.8366247755834829,0.2378828257191201
0.3361813426017761,0.6953023529052734,1.0,0.25641025641025,0.9192399049881236,0.896229802513465,0.2839664031620553
0.5493886470794678,0.5594255828857422,1.0,0.27027027027027,0.8788598574821853,0.747935368043088,0.2082971185640056
0.7676809132099152,0.7186322021484375,1.0,0.27397260273972,0.8669833729216152,0.8025134649910234,0.243635962979286
0.373330295085907,0.5640199661254883,0.75550122249389,0.26041666666666,0.9049881235154394,0.8075403949730701,0.2259745948313622
0.4433190822601318,0.967245635986328,1.0,0.24937655860349,0.9477434679334916,0.9044883303411132,0.2768076772424598
0.5029310286045074,0.4074103546142578,0.48979591836735,0.26954177897574,0.8836104513064132,0.762657091561939,0.1958341056533828
0.4964236617088318,0.7430419921875,0.49748743718593,0.26666666666666,0.8859857482185273,0.7906642728904847,0.2147562611806797
0.5116120874881744,0.5029818344116211,1.0,0.24390243902439,0.9714964370546318,0.8204667863554758,0.2309400603708495
0.8351438790559769,0.8046678924560546,1.0,0.25641025641025,0.9239904988123516,0.8570915619389587,0.2560863279636514
0.4974257349967956,0.71993408203125,1.0,0.27322404371584,0.8669833729216152,0.821903052064632,0.2379057253551442
0.3849440813064575,0.7118534851074219,1.0,0.26737967914438,0.8812351543942993,0.7741472172351885,0.2042534246575342
0.3038839101791382,0.6601360321044922,1.0,0.36630036630036,0.6484560570071259,0.6014362657091562,0.1872469280280866
0.4962899088859558,1.2294552612304688,0.0384615384615399,0.26315789473684,0.8954869358669834,0.8635547576301615,0.2642476424764247
0.5141359269618988,0.6755274963378907,1.0,0.25641025641025,0.9192399049881236,0.8028725314183124,0.2200176211453745
0.5238720178604126,0.8981754302978515,1.0,0.25974025974025,0.9073634204275536,0.8509874326750448,0.2416181364392678
0.5196842849254608,0.8672207641601563,0.77220956719818,0.25773195876288,0.9144893111638956,0.9249551166965888,0.2926475095785441
0.5840164721012115,0.5859931564331055,1.0,0.26246719160104,0.9002375296912114,0.7956912028725314,0.2409288888888889
0.5573894381523132,0.6651445007324219,0.77827050997783,0.24330900243308,0.9691211401425178,0.8549371633752244,0.2570973084886128
0.6338634490966797,0.7017986297607421,1.0,0.24570024570024,0.9619952494061758,0.911310592459605,0.2765610419906688
0.3892999291419983,0.6624353790283203,0.53810623556582,0.2487562189054699,0.9477434679334916,0.9242369838420108,0.2897469325153374
0.3529238700866699,0.7111741638183594,1.0,0.25706940874036,0.9168646080760094,0.8430879712746858,0.2405310663308144
0.7913394421339035,0.6019248580932617,-1.5510204081632604,0.2610966057441199,0.9121140142517816,0.7935368043087971,0.2359714795008912
0.612142026424408,0.6397846221923829,1.0,0.27397260273972,0.8598574821852731,0.7605026929982047,0.227267657992565
0.4040820002555847,0.4368589019775391,0.75062344139651,0.25974025974025,0.9144893111638956,0.851346499102334,0.2647796257796257
0.543832391500473,0.6764412689208984,1.0,0.25839793281653,0.9144893111638956,0.8251346499102334,0.235394511149228
